Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
900,80000.0,609,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
756,20000.0,99,Не требуется,Проектная работа,Не указаны,84,False,True,False,False,True,False,False
770,150000.0,772,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
900,70000.0,2392,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1455,150000.0,2497,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1039,100000.0,978,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
891,100000.0,2124,Не требуется,Полная занятость,Не указаны,42,True,False,False,True,False,False,False
557,120000.0,63,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
770,50000.0,1662,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
264,50000.0,1989,Не требуется,Полная занятость,agile; kanban; scrum,20,True,False,False,False,False,True,False
900,20000.0,608,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,True,False,False
1455,160000.0,1548,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1648,100000.0,587,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,30000.0,562,Не требуется,Полная занятость,Не указаны,33,False,True,False,False,True,False,False
567,60000.0,2384,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,True,False
900,90000.0,2463,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
770,40000.0,1816,Не требуется,Полная занятость,Не указаны,89,True,False,False,False,True,False,False
770,67000.0,2260,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
900,80000.0,1592,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
359,100000.0,30,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,False,True
790,150000.0,835,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
770,80000.0,1802,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
360,120000.0,690,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
